file,class,method,ATFD,ATLD,LAA,FDP,line,fanin,fanout,wmc,loc,returnsQty,variablesQty,parametersQty,loopQty,anonymousClassesQty,innerClassesQty
C:\Users\sugii syuji\gitProject\mapstruct\core\src\main\java\org\mapstruct\factory\Mappers.java,org.mapstruct.factory.Mappers,Mappers/0,0.0,0.0,-1.0,0.0,43.0,0,0,1,2,0,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\jaxbTest\src\main\java\org\mapstruct\itest\jaxb\ShippingAddressDto.java,org.mapstruct.itest.jaxb.ShippingAddressDto,getCity/0,0.0,1.0,1.0,0.0,34.0,0,0,1,3,1,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\jaxbTest\src\main\java\org\mapstruct\itest\jaxb\ShippingAddressDto.java,org.mapstruct.itest.jaxb.ShippingAddressDto,getCountry/0,0.0,1.0,1.0,0.0,42.0,0,0,1,3,1,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\jaxbTest\src\main\java\org\mapstruct\itest\jaxb\ShippingAddressDto.java,org.mapstruct.itest.jaxb.ShippingAddressDto,getHouseNumber/0,0.0,1.0,1.0,0.0,26.0,0,0,1,3,1,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\jaxbTest\src\main\java\org\mapstruct\itest\jaxb\ShippingAddressDto.java,org.mapstruct.itest.jaxb.ShippingAddressDto,getStreet/0,0.0,1.0,1.0,0.0,18.0,0,0,1,3,1,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\jaxbTest\src\main\java\org\mapstruct\itest\jaxb\ShippingAddressDto.java,org.mapstruct.itest.jaxb.ShippingAddressDto,setCity/1[java.lang.String],0.0,1.0,1.0,0.0,38.0,1,0,1,3,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\jaxbTest\src\main\java\org\mapstruct\itest\jaxb\ShippingAddressDto.java,org.mapstruct.itest.jaxb.ShippingAddressDto,setCountry/1[java.lang.String],0.0,1.0,1.0,0.0,46.0,1,0,1,3,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\jaxbTest\src\main\java\org\mapstruct\itest\jaxb\ShippingAddressDto.java,org.mapstruct.itest.jaxb.ShippingAddressDto,setHouseNumber/1[java.lang.String],0.0,1.0,1.0,0.0,30.0,1,0,1,3,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\jaxbTest\src\main\java\org\mapstruct\itest\jaxb\ShippingAddressDto.java,org.mapstruct.itest.jaxb.ShippingAddressDto,setStreet/1[java.lang.String],0.0,1.0,1.0,0.0,22.0,1,0,1,3,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\simpleTest\src\main\java\org\mapstruct\itest\simple\SourceTargetAbstractMapper.java,org.mapstruct.itest.simple.SourceTargetAbstractMapper,isNeverCalled/1[org.mapstruct.itest.simple.Source],0.0,0.0,-1.0,0.0,31.0,0,0,1,3,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\simpleTest\src\main\java\org\mapstruct\itest\simple\SourceTargetAbstractMapper.java,org.mapstruct.itest.simple.SourceTargetAbstractMapper,sourceToTarget/1[org.mapstruct.itest.simple.Source],0.0,0.0,-1.0,0.0,23.0,0,0,1,1,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\simpleTest\src\main\java\org\mapstruct\itest\simple\SourceTargetAbstractMapper.java,org.mapstruct.itest.simple.SourceTargetAbstractMapper,targetToSource/1[org.mapstruct.itest.simple.Target],0.0,0.0,-1.0,0.0,29.0,0,0,1,1,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\springTest\src\main\java\org\mapstruct\itest\spring\SecondSourceTargetMapperDecorator.java,org.mapstruct.itest.spring.SecondSourceTargetMapperDecorator,sourceToTarget/1[org.mapstruct.itest.spring.Source],1.0,0.0,0.0,1.0,18.0,0,2,1,5,1,1,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\protobufBuilderTest\src\test\java\org\mapstruct\itest\protobuf\ProtobufMapperTest.java,org.mapstruct.itest.protobuf.ProtobufMapperTest,testLombokToImmutable/0,6.0,0.0,0.0,2.0,36.0,0,3,1,7,0,1,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\protobufBuilderTest\src\test\java\org\mapstruct\itest\protobuf\ProtobufMapperTest.java,org.mapstruct.itest.protobuf.ProtobufMapperTest,testSimpleImmutableBuilderHappyPath/0,13.0,0.0,0.0,6.0,20.0,0,5,1,7,0,1,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\lombokBuilderTest\src\test\java\org\mapstruct\itest\lombok\LombokMapperTest.java,org.mapstruct.itest.lombok.LombokMapperTest,testLombokToImmutable/0,10.0,0.0,0.0,4.0,36.0,0,3,1,7,0,1,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\lombokBuilderTest\src\test\java\org\mapstruct\itest\lombok\LombokMapperTest.java,org.mapstruct.itest.lombok.LombokMapperTest,testSimpleImmutableBuilderHappyPath/0,10.0,0.0,0.0,4.0,21.0,0,1,1,7,0,1,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\java8Test\src\main\java\org\mapstruct\ap\test\bugs\_603\Target.java,org.mapstruct.ap.test.bugs._603.Target,getValue1/0,0.0,1.0,1.0,0.0,12.0,1,0,1,3,1,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\java8Test\src\main\java\org\mapstruct\ap\test\bugs\_603\Target.java,org.mapstruct.ap.test.bugs._603.Target,getValue2/0,0.0,1.0,1.0,0.0,20.0,1,0,1,3,1,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\java8Test\src\main\java\org\mapstruct\ap\test\bugs\_603\Target.java,org.mapstruct.ap.test.bugs._603.Target,setValue1/1[java.lang.String],0.0,1.0,1.0,0.0,16.0,0,0,1,3,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\java8Test\src\main\java\org\mapstruct\ap\test\bugs\_603\Target.java,org.mapstruct.ap.test.bugs._603.Target,setValue2/1[java.lang.String],0.0,1.0,1.0,0.0,24.0,0,0,1,3,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\java\org\mapstruct\itest\testutil\extension\ProcessorTestContext.java,org.mapstruct.itest.testutil.extension.ProcessorTestContext,getBaseDir/0,0.0,1.0,1.0,0.0,28.0,1,0,1,3,1,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\java\org\mapstruct\itest\testutil\extension\ProcessorTestContext.java,org.mapstruct.itest.testutil.extension.ProcessorTestContext,getCliEnhancerClass/0,0.0,1.0,1.0,0.0,36.0,1,0,1,3,1,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\java\org\mapstruct\itest\testutil\extension\ProcessorTestContext.java,org.mapstruct.itest.testutil.extension.ProcessorTestContext,getProcessor/0,0.0,1.0,1.0,0.0,32.0,6,0,1,3,1,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\java\org\mapstruct\itest\testutil\extension\ProcessorTestContext.java,org.mapstruct.itest.testutil.extension.ProcessorTestContext,isForkJvm/0,0.0,1.0,1.0,0.0,40.0,1,0,1,3,1,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\lombokBuilderTest\src\test\java\org\mapstruct\itest\lombok\PersonMapper.java,org.mapstruct.itest.lombok.PersonMapper,fromDto/1[org.mapstruct.itest.lombok.PersonDto],0.0,0.0,-1.0,0.0,23.0,1,0,1,1,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\lombokBuilderTest\src\test\java\org\mapstruct\itest\lombok\PersonMapper.java,org.mapstruct.itest.lombok.PersonMapper,toDto/1[org.mapstruct.itest.lombok.Person],0.0,0.0,-1.0,0.0,24.0,1,0,1,1,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\immutablesBuilderTest\mapper\src\main\java\org\mapstruct\itest\immutables\Address.java,org.mapstruct.itest.immutables.Address,getAddressLine/0,0.0,0.0,-1.0,0.0,12.0,1,0,1,1,0,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\autoValueBuilderTest\src\main\java\org\mapstruct\itest\auto\value\Address.java,org.mapstruct.itest.auto.value.Address.Builder,addressLine/1[java.lang.String],0.0,0.0,-1.0,0.0,20.0,1,0,1,1,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\autoValueBuilderTest\src\main\java\org\mapstruct\itest\auto\value\Address.java,org.mapstruct.itest.auto.value.Address.Builder,build/0,0.0,0.0,-1.0,0.0,22.0,1,0,1,1,0,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\recordsTest\src\test\java\org\mapstruct\itest\records\RecordsTest.java,org.mapstruct.itest.records.RecordsTest,shouldMapIntoGenericRecord/0,2.0,0.0,0.0,1.0,40.0,0,4,1,8,0,2,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\recordsTest\src\test\java\org\mapstruct\itest\records\RecordsTest.java,org.mapstruct.itest.records.RecordsTest,shouldMapIntoRecord/0,2.0,0.0,0.0,1.0,27.0,0,4,1,9,0,2,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\recordsTest\src\test\java\org\mapstruct\itest\records\RecordsTest.java,org.mapstruct.itest.records.RecordsTest,shouldMapRecord/0,2.0,0.0,0.0,1.0,18.0,0,3,1,6,0,1,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\recordsTest\src\main\java\org\mapstruct\itest\records\CustomerMapper.java,org.mapstruct.itest.records.CustomerMapper,fromRecord/1[org.mapstruct.itest.records.CustomerDto],0.0,0.0,-1.0,0.0,22.0,1,0,1,1,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\recordsTest\src\main\java\org\mapstruct\itest\records\CustomerMapper.java,org.mapstruct.itest.records.CustomerMapper,toRecord/1[org.mapstruct.itest.records.CustomerEntity],0.0,0.0,-1.0,0.0,25.0,1,0,1,1,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\recordsTest\src\main\java\org\mapstruct\itest\records\CustomerMapper.java,org.mapstruct.itest.records.CustomerMapper,toValue/1[org.mapstruct.itest.records.CustomerEntity],0.0,0.0,-1.0,0.0,28.0,1,0,1,1,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\superTypeGenerationTest\usage\src\main\java\org\mapstruct\itest\supertypegeneration\usage\Order.java,org.mapstruct.itest.supertypegeneration.usage.Order,getItem/0,0.0,1.0,1.0,0.0,18.0,1,0,1,3,1,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\superTypeGenerationTest\usage\src\main\java\org\mapstruct\itest\supertypegeneration\usage\Order.java,org.mapstruct.itest.supertypegeneration.usage.Order,setItem/1[java.lang.String],0.0,1.0,1.0,0.0,22.0,1,0,1,3,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\targetTypeGenerationTest\usage\src\main\java\org\mapstruct\itest\targettypegeneration\usage\Order.java,org.mapstruct.itest.targettypegeneration.usage.Order,getItem/0,0.0,1.0,1.0,0.0,15.0,1,0,1,3,1,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\targetTypeGenerationTest\usage\src\main\java\org\mapstruct\itest\targettypegeneration\usage\Order.java,org.mapstruct.itest.targettypegeneration.usage.Order,setItem/1[java.lang.String],0.0,1.0,1.0,0.0,19.0,1,0,1,3,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\recordsTest\src\main\java\org\mapstruct\itest\records\CustomerEntity.java,org.mapstruct.itest.records.CustomerEntity,getMail/0,0.0,1.0,1.0,0.0,24.0,1,0,1,3,1,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\recordsTest\src\main\java\org\mapstruct\itest\records\CustomerEntity.java,org.mapstruct.itest.records.CustomerEntity,getName/0,0.0,1.0,1.0,0.0,16.0,1,0,1,3,1,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\recordsTest\src\main\java\org\mapstruct\itest\records\CustomerEntity.java,org.mapstruct.itest.records.CustomerEntity,setMail/1[java.lang.String],0.0,1.0,1.0,0.0,28.0,2,0,1,3,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\recordsTest\src\main\java\org\mapstruct\itest\records\CustomerEntity.java,org.mapstruct.itest.records.CustomerEntity,setName/1[java.lang.String],0.0,1.0,1.0,0.0,20.0,2,0,1,3,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\externalbeanjar\beanjar\src\main\java\org\mapstruct\itest\externalbeanjar\Source.java,org.mapstruct.itest.externalbeanjar.Source,getBigDecimal/0,0.0,1.0,1.0,0.0,14.0,0,0,1,3,1,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\externalbeanjar\beanjar\src\main\java\org\mapstruct\itest\externalbeanjar\Source.java,org.mapstruct.itest.externalbeanjar.Source,setBigDecimal/1[java.math.BigDecimal],0.0,1.0,1.0,0.0,18.0,1,0,1,3,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\simpleTest\src\main\java\org\mapstruct\itest\simple\YetAnotherType.java,org.mapstruct.itest.simple.YetAnotherType,getValue/0,0.0,1.0,1.0,0.0,19.0,0,0,1,3,1,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\simpleTest\src\main\java\org\mapstruct\itest\simple\YetAnotherType.java,org.mapstruct.itest.simple.YetAnotherType,setValue/1[java.lang.String],0.0,1.0,1.0,0.0,23.0,0,0,1,3,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\simpleTest\src\main\java\org\mapstruct\itest\simple\YetAnotherType.java,org.mapstruct.itest.simple.YetAnotherType,YetAnotherType/1[java.lang.String],0.0,1.0,1.0,0.0,15.0,0,0,1,3,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\java8Test\src\main\java\org\mapstruct\ap\test\bugs\_636\Target.java,org.mapstruct.ap.test.bugs._636.Target,getBar/0,0.0,1.0,1.0,0.0,20.0,1,0,1,3,1,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\java8Test\src\main\java\org\mapstruct\ap\test\bugs\_636\Target.java,org.mapstruct.ap.test.bugs._636.Target,getFoo/0,0.0,1.0,1.0,0.0,12.0,1,0,1,3,1,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\java8Test\src\main\java\org\mapstruct\ap\test\bugs\_636\Target.java,org.mapstruct.ap.test.bugs._636.Target,setBar/1[org.mapstruct.ap.test.bugs._636.Bar],0.0,1.0,1.0,0.0,24.0,0,0,1,3,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\java8Test\src\main\java\org\mapstruct\ap\test\bugs\_636\Target.java,org.mapstruct.ap.test.bugs._636.Target,setFoo/1[org.mapstruct.ap.test.bugs._636.Foo],0.0,1.0,1.0,0.0,16.0,0,0,1,3,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\immutablesBuilderTest\mapper\src\main\java\org\mapstruct\itest\immutables\Person.java,org.mapstruct.itest.immutables.Person,getAddress/0,0.0,0.0,-1.0,0.0,14.0,1,0,1,1,0,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\immutablesBuilderTest\mapper\src\main\java\org\mapstruct\itest\immutables\Person.java,org.mapstruct.itest.immutables.Person,getAge/0,0.0,0.0,-1.0,0.0,13.0,1,0,1,1,0,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\immutablesBuilderTest\mapper\src\main\java\org\mapstruct\itest\immutables\Person.java,org.mapstruct.itest.immutables.Person,getName/0,0.0,0.0,-1.0,0.0,12.0,1,0,1,1,0,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\usesTypeGenerationTest\usage\src\test\java\org\mapstruct\itest\usestypegeneration\usage\GeneratedUsesTypeTest.java,org.mapstruct.itest.usestypegeneration.usage.GeneratedUsesTypeTest,considersPropertiesOnGeneratedSourceAndTargetTypes/0,2.0,0.0,0.0,2.0,20.0,0,4,1,6,0,2,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\jaxbTest\src\main\java\org\mapstruct\itest\jaxb\SourceTargetMapper.java,org.mapstruct.itest.jaxb.SourceTargetMapper,dtoToDetails/1[org.mapstruct.itest.jaxb.OrderDetailsDto],0.0,0.0,-1.0,0.0,43.0,0,0,1,1,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\jaxbTest\src\main\java\org\mapstruct\itest\jaxb\SourceTargetMapper.java,org.mapstruct.itest.jaxb.SourceTargetMapper,dtoToShippingAddress/1[org.mapstruct.itest.jaxb.ShippingAddressDto],0.0,0.0,-1.0,0.0,47.0,0,0,1,1,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\jaxbTest\src\main\java\org\mapstruct\itest\jaxb\SourceTargetMapper.java,org.mapstruct.itest.jaxb.SourceTargetMapper,dtoToStatus/1[org.mapstruct.itest.jaxb.OrderStatusDto],0.0,0.0,-1.0,0.0,45.0,0,0,1,1,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\jaxbTest\src\main\java\org\mapstruct\itest\jaxb\SourceTargetMapper.java,org.mapstruct.itest.jaxb.SourceTargetMapper,dtoToSubType/1[org.mapstruct.itest.jaxb.SubTypeDto],0.0,0.0,-1.0,0.0,49.0,1,0,1,1,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\jaxbTest\src\main\java\org\mapstruct\itest\jaxb\SourceTargetMapper.java,org.mapstruct.itest.jaxb.SourceTargetMapper,targetToSource/1[org.mapstruct.itest.jaxb.OrderDto],0.0,0.0,-1.0,0.0,41.0,1,0,1,1,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\gradleIncrementalCompilationTest\src\main\java\org\mapstruct\itest\gradle\lib\UnrelatedComponent.java,org.mapstruct.itest.gradle.lib.UnrelatedComponent,unrelatedMethod/0,0.0,0.0,-1.0,0.0,9.0,0,0,1,3,1,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\faultyAstModifyingAnnotationProcessorTest\usage\src\main\java\org\mapstruct\itest\faultyAstModifyingProcessor\usage\OrderDto.java,org.mapstruct.itest.faultyAstModifyingProcessor.usage.OrderDto,getItem/0,0.0,1.0,1.0,0.0,15.0,1,0,1,3,1,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\faultyAstModifyingAnnotationProcessorTest\usage\src\main\java\org\mapstruct\itest\faultyAstModifyingProcessor\usage\OrderDto.java,org.mapstruct.itest.faultyAstModifyingProcessor.usage.OrderDto,setItem/1[java.lang.String],0.0,1.0,1.0,0.0,19.0,0,0,1,3,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\jsr330Test\src\main\java\org\mapstruct\itest\jsr330\other\DateMapper.java,org.mapstruct.itest.jsr330.other.DateMapper,asDate/1[java.lang.String],0.0,0.0,-1.0,0.0,23.0,0,0,3,8,1,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\jsr330Test\src\main\java\org\mapstruct\itest\jsr330\other\DateMapper.java,org.mapstruct.itest.jsr330.other.DateMapper,asString/1[java.util.Date],0.0,0.0,-1.0,0.0,19.0,0,0,2,3,1,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\java8Test\src\main\java\org\mapstruct\ap\test\bugs\_603\SourceTargetMapper.java,org.mapstruct.ap.test.bugs._603.SourceTargetMapper,mapA/0,0.0,0.0,-1.0,0.0,25.0,0,0,1,3,1,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\java8Test\src\main\java\org\mapstruct\ap\test\bugs\_603\SourceTargetMapper.java,org.mapstruct.ap.test.bugs._603.SourceTargetMapper,mapB/0,0.0,0.0,-1.0,0.0,29.0,0,0,1,3,1,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\java8Test\src\main\java\org\mapstruct\ap\test\bugs\_603\SourceTargetMapper.java,org.mapstruct.ap.test.bugs._603.SourceTargetMapper,mapSourceToTarget/1[org.mapstruct.ap.test.bugs._603.Source],0.0,0.0,-1.0,0.0,23.0,2,0,1,1,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\jsr330Test\src\main\java\org\mapstruct\itest\jsr330\SecondDecoratedSourceTargetMapper.java,org.mapstruct.itest.jsr330.SecondDecoratedSourceTargetMapper,sourceToTarget/1[org.mapstruct.itest.jsr330.Source],0.0,0.0,-1.0,0.0,16.0,2,0,1,1,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\jsr330Test\src\main\java\org\mapstruct\itest\jsr330\SecondDecoratedSourceTargetMapper.java,org.mapstruct.itest.jsr330.SecondDecoratedSourceTargetMapper,undecoratedSourceToTarget/1[org.mapstruct.itest.jsr330.Source],0.0,0.0,-1.0,0.0,18.0,1,0,1,1,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\usesTypeGenerationTest\usage\src\main\java\org\mapstruct\itest\usestypegeneration\usage\Order.java,org.mapstruct.itest.usestypegeneration.usage.Order,getItem/0,0.0,1.0,1.0,0.0,15.0,0,0,1,3,1,0,0,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\usesTypeGenerationTest\usage\src\main\java\org\mapstruct\itest\usestypegeneration\usage\Order.java,org.mapstruct.itest.usestypegeneration.usage.Order,setItem/1[java.lang.String],0.0,1.0,1.0,0.0,19.0,1,0,1,3,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\springTest\src\main\java\org\mapstruct\itest\spring\DecoratedSourceTargetMapper.java,org.mapstruct.itest.spring.DecoratedSourceTargetMapper,sourceToTarget/1[org.mapstruct.itest.spring.Source],0.0,0.0,-1.0,0.0,16.0,3,0,1,1,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\springTest\src\main\java\org\mapstruct\itest\spring\DecoratedSourceTargetMapper.java,org.mapstruct.itest.spring.DecoratedSourceTargetMapper,undecoratedSourceToTarget/1[org.mapstruct.itest.spring.Source],0.0,0.0,-1.0,0.0,18.0,1,0,1,1,0,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\faultyAstModifyingAnnotationProcessorTest\generator\src\main\java\org\mapstruct\itest\faultyAstModifyingProcessor\FaultyAstModifyingProcessor.java,org.mapstruct.itest.faultyAstModifyingProcessor.FaultyAstModifyingProcessor,isTypeComplete/1[javax.lang.model.type.TypeMirror],0.0,0.0,-1.0,0.0,22.0,0,0,1,3,1,0,1,0,0,0
C:\Users\sugii syuji\gitProject\mapstruct\integrationtest\src\test\resources\faultyAstModifyingAnnotationProcessorTest\generator\src\main\java\org\mapstruct\itest\faultyAstModifyingProcessor\FaultyAstModifyingProcessor.java,org.mapstruct.itest.faultyAstModifyingProcessor.FaultyAstModifyingProcessor,FaultyAstModifyingProcessor/0,0.0,0.0,-1.0,0.0,17.0,0,0,1,3,0,0,0,0,0,0
